Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Centro;Apartment;Entire home/apt;8;2.0;3.0;6.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Hangers,Hair dryer,Iron;;200.0;100.0;29;86.0
Centro;Apartment;Entire home/apt;3;1.0;2.0;1.0;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer;;60.0;10.0;0;85.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;70.0;20.0;26;97.0
Centro;Condominium;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;50.0;25.0;39;77.0
Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;603.0;55.0;;0;100.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;26.0;5.0;70;97.0
Centro;Loft;Entire home/apt;4;1.0;2.0;2.0;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Shampoo;;90.0;30.0;0;91.0
Tetuán;Apartment;Private room;1;1.0;1.0;2.0;TV,Cable TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Suitable for events,Washer,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;161.0;22.0;;18;87.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Cable TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer;;40.0;20.0;82;92.0
Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;753.0;73.0;;22;90.0
Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials;;25.0;25.0;0;93.0
Chamberí;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Smoking allowed,Breakfast,Pets live on this property,Dog(s),Cat(s),Other pet(s),Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;35.0;10.0;4;91.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;22.0;8.0;76;87.0
Centro;Apartment;Entire home/apt;5;2.0;3.0;3.0;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;120.0;40.0;26;94.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,Safety card,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;80.0;20.0;0;
Centro;Apartment;Private room;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;50.0;25.0;54;100.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;62.0;40.0;13;96.0
Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Heating,Washer,First aid kit,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;5.0;0;
Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;14.0;;77;100.0
Centro;Apartment;Entire home/apt;7;1.0;3.0;6.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo;;120.0;50.0;21;97.0
Centro;Condominium;Entire home/apt;4;1.0;0.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;82.0;;19;100.0
Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;69.0;50.0;47;84.0
Puente de Vallecas;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;42.0;19.0;0;
Retiro;Other;Entire home/apt;8;2.0;2.0;7.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials;;95.0;35.0;60;80.0
Centro;Condominium;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;;13;98.0
Latina;Apartment;Private room;1;2.0;1.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;15.0;;5;100.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;;38.0;5.0;36;
Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;58.0;;50;97.0
Salamanca;Apartment;Entire home/apt;4;2.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;216.0;77.0;19;100.0
Centro;Apartment;Entire home/apt;4;2.5;2.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;;125.0;75.0;32;
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo;;69.0;;44;91.0
Arganzuela;Apartment;Entire home/apt;6;1.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox;;79.0;29.0;27;94.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;44.0;10.0;78;97.0
Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;130.0;40.0;32;94.0
Centro;House;Private room;1;0.5;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50;;22.0;10.0;12;93.0
Salamanca;Apartment;Private room;8;3.0;4.0;7.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance;;27.0;35.0;61;
Latina;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Free parking on premises,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;;0;88.0
Centro;Loft;Entire home/apt;4;1.0;0.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance;;65.0;50.0;29;98.0
Centro;Apartment;Entire home/apt;4;1.0;0.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;55.0;15.0;46;73.0
Arganzuela;House;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Iron,Laptop friendly workspace;;21.0;;90;100.0
Chamberí;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;26.0;;9;
Salamanca;Apartment;Entire home/apt;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo;;60.0;;37;100.0
Puente de Vallecas;Apartment;Private room;2;1.0;1.0;1.0;Air conditioning,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer;;15.0;;86;74.0
Retiro;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;69;80.0
Chamberí;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;75.0;30.0;75;
Centro;Loft;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;;65.0;25.0;16;96.0
Carabanchel;House;Entire home/apt;6;1.0;2.0;3.0;TV,Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials;;48.0;20.0;41;
Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials;;87.0;25.0;0;
Centro;Apartment;Private room;5;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Cat(s),Other pet(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace;;75.0;30.0;90;
Chamartín;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;70.0;20.0;83;92.0
Centro;Apartment;Entire home/apt;6;2.0;2.0;5.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smartlock;;149.0;48.0;40;96.0
Retiro;Apartment;Entire home/apt;5;1.0;2.0;5.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;15.0;31;91.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;40.0;32;95.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;;38.0;;19;94.0
Arganzuela;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;6.0;53;90.0
Centro;Apartment;Entire home/apt;8;3.0;3.0;4.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;190.0;80.0;17;99.0
Centro;Apartment;Private room;6;1.0;1.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Hair dryer,Laptop friendly workspace;;30.0;15.0;68;80.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers;;65.0;24.0;49;91.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;55.0;20.0;7;95.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;30.0;;0;88.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;75.0;20.0;34;97.0
Centro;Apartment;Entire home/apt;8;1.0;3.0;5.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Essentials,Hair dryer;1076.0;80.0;;14;78.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;36.0;;28;97.0
Centro;House;Private room;3;3.0;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Breakfast,Pets live on this property,Cat(s),Indoor fireplace,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;50.0;;0;
Usera;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;;85.0;;0;
Chamberí;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;75.0;25.0;33;99.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;646.0;150.0;70.0;66;95.0
Retiro;Apartment;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;10.0;65;93.0
Centro;Apartment;Entire home/apt;16;6.0;6.0;16.0;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;400.0;150.0;25;96.0
Centro;House;Entire home/apt;3;1.0;2.0;2.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,First aid kit,Essentials,Shampoo,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;80.0;15.0;69;95.0
Salamanca;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;34.0;;51;100.0
Arganzuela;Apartment;Private room;2;1.5;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo;;35.0;;33;99.0
